"Listing of the SUBTLEX-GR entries that resulted from the spell-checking process along with their frequency and lexical characteristics." 
"Please refer to the manuscript for a detailed description of the information contained in each column." 
 
 
"ID" "Word" "FREQcount" "CD" "SUBTLEX_WF" "Lg10WF" "SUBTLEX_CD" "Lg10CD" "FREQlow" "FREQupper" "N" "OLD20" "Length" "SUBTLEX_WF_full"
6616 "ανάθρεψε" 9 9 0.3886 1.0000 0.1634 1.0000 8 1 3 1.8 8 0.3242
6617 "αναθρέψει" 7 7 0.3022 0.9031 0.1271 0.9031 7 0 2 1.8 9 0.2522
6618 "αναθρέψεις" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 2.05 10 0.1441
6619 "αναθρέψετε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.45 10 0.0360
6620 "αναθρέψουμε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.5 11 0.0720
6621 "αναθρέψουν" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 1 2.4 10 0.1081
6622 "αναθρέψω" 13 12 0.5613 1.1461 0.2179 1.1139 13 0 3 2.15 8 0.4683
6623 "αναθυμιάσεις" 35 32 1.5111 1.5563 0.5810 1.5185 35 0 0 3.7 12 1.2608
6624 "αναθυμιάσεων" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.45 12 0.0360
6625 "αναθυμίαση" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.65 10 0.0360
6626 "αναίδεια" 29 29 1.2521 1.4771 0.5265 1.4771 27 2 1 2.25 8 1.0446
6627 "αναίδειες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 9 0.0360
6628 "αναιδείς" 7 7 0.3022 0.9031 0.1271 0.9031 6 1 2 1.75 8 0.2522
6629 "αναιδές" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 1 1.9 7 0.2161
6630 "αναιδέστατα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 3.4 11 0.0720
6631 "Αναιδέστατε" 5 5 0.2159 0.7782 0.0908 0.7782 0 5 3 3.35 11 0.1801
6632 "αναιδέστατη" 4 3 0.1727 0.6990 0.0545 0.6021 3 1 3 3.4 11 0.1441
6633 "αναιδέστατο" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 3 3.35 11 0.0720
6634 "αναιδέστατος" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.7 12 0.0720
6635 "αναιδή" 11 11 0.4749 1.0792 0.1997 1.0792 10 1 1 1.95 6 0.3962
6636 "αναιδής" 29 28 1.2521 1.4771 0.5084 1.4624 27 2 1 2.3 7 1.0446
6637 "αναίμακτα" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2.65 9 0.1081
6638 "Αναίμακτη" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 2 2.65 9 0.0360
6639 "αναίμακτο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.6 9 0.0360
6640 "αναίμακτος" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 10 0.0360
6641 "αναιμία" 29 22 1.2521 1.4771 0.3994 1.3617 28 1 1 1.95 7 1.0446
6642 "αναιμική" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.5 8 0.1081
6643 "αναιμικό" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.25 8 0.0720
6644 "αναιμικοί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.55 9 0.0360
6645 "αναιμικός" 5 4 0.2159 0.7782 0.0726 0.6990 5 0 1 2.4 9 0.1801
6646 "αναιμικούς" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.6 10 0.0360
6647 "αναιρεθεί" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 1.9 9 0.0720
6648 "αναιρέθηκαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.55 11 0.0360
6649 "αναιρέθηκε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.4 10 0.0720
6650 "αναιρεθούν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.2 10 0.0360
6651 "αναιρεί" 10 10 0.4318 1.0414 0.1816 1.0414 9 1 1 1.9 7 0.3602
6652 "Αναιρείς" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 2 1.85 8 0.0720
6653 "αναιρείται" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 2.6 10 0.1441
6654 "αναιρείτε" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 1 2.4 9 0.0720
6655 "αναίρεσα" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 4 1.85 8 0.1081
6656 "αναίρεσε" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 4 1.7 8 0.1081
6657 "αναιρέσει" 6 6 0.2591 0.8451 0.1089 0.8451 6 0 3 1.75 9 0.2161
6658 "αναιρέσεις" 6 4 0.2591 0.8451 0.0726 0.6990 6 0 2 1.8 10 0.2161
6659 "αναίρεσες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 3 1.75 9 0.0360
6660 "αναιρέσεως" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.4 10 0.0360
6661 "αναίρεση" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 1.75 8 0.0360
6662 "αναίρεσης" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 1.85 9 0.0360
6663 "αναιρέσουμε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.45 11 0.1081
6664 "αναιρέσουν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.2 10 0.0720
6665 "αναιρέσω" 6 5 0.2591 0.8451 0.0908 0.7782 6 0 4 1.8 8 0.2161
6666 "αναιρούν" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 1.95 8 0.1441
6667 "αναιρούσαμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.55 11 0.0360
6668 "αναιρούσαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.45 10 0.0360
6669 "αναιρούσε" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 1 2.3 9 0.1081
6670 "Αναιρώ" 4 2 0.1727 0.6990 0.0363 0.4771 1 3 1 1.95 6 0.1441
6671 "αναιρώντας" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 1 2.65 10 0.0720
6672 "αναισθησία" 89 69 3.8426 1.9542 1.2527 1.8451 88 1 0 2.65 10 3.2059
6673 "αναισθησίας" 22 18 0.9499 1.3617 0.3268 1.2788 22 0 0 3 11 0.7925
6674 "Αναισθησιολογία" 4 1 0.1727 0.6990 0.0182 0.3010 0 4 0 4.4 15 0.1441
6675 "αναισθησιολογίας" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 4.6 16 0.0720
6676 "αναισθησιολογικό" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 0 5.1 16 0.1081
6677 "αναισθησιολόγο" 11 7 0.4749 1.0792 0.1271 0.9031 11 0 0 4.05 14 0.3962
6678 "αναισθησιολόγοι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 4.4 15 0.0360
6679 "αναισθησιολόγος" 14 10 0.6045 1.1761 0.1816 1.0414 14 0 2 4.25 15 0.5043
6680 "αναισθησιολόγου" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 4.25 15 0.0720
6681 "αναισθησιολόγους" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.5 16 0.0360
6682 "αναίσθητα" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 3 2.1 9 0.1441
6683 "Αναίσθητε" 7 7 0.3022 0.9031 0.1271 0.9031 3 4 3 2.35 9 0.2522
6684 "αναίσθητες" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.35 10 0.1081
6685 "αναίσθητη" 110 86 4.7493 2.0453 1.5614 1.9395 108 2 3 2.15 9 3.9624
6686 "αναισθητικά" 11 10 0.4749 1.0792 0.1816 1.0414 10 1 2 2.55 11 0.3962
6687 "αναισθητική" 3 2 0.1295 0.6021 0.0363 0.4771 3 0 2 2.55 11 0.1081
6688 "αναισθητικό" 95 76 4.1017 1.9823 1.3798 1.8865 83 12 2 2.5 11 3.4220
6689 "αναισθητικού" 23 17 0.9930 1.3802 0.3086 1.2553 22 1 0 2.9 12 0.8285
6690 "αναίσθητο" 100 91 4.3176 2.0043 1.6521 1.9638 91 9 3 1.95 9 3.6022
6691 "αναίσθητοι" 21 19 0.9067 1.3424 0.3450 1.3010 21 0 2 2.35 10 0.7565
6692 "αναισθητοποιεί" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 3.75 14 0.1441
6693 "αναισθητοποιείσαι" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.35 17 0.0360
6694 "αναισθητοποιηθεί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.4 16 0.0360
6695 "αναισθητοποιηθείς" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.75 17 0.0360
6696 "αναισθητοποιήθηκε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 4 17 0.0720
6697 "αναισθητοποίησε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2.95 15 0.1081
6698 "αναισθητοποιήσει" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 1 3.05 16 0.1801
6699 "αναισθητοποιήσεις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.45 17 0.0360
6700 "αναισθητοποίηση" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 3.25 15 0.0360
6701 "αναισθητοποίησης" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.35 16 0.0720
6702 "αναισθητοποιήσουμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.95 18 0.0360
6703 "αναισθητοποιήσουν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.7 17 0.0720
6704 "Αναισθητοποιήστε" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 0 3.35 16 0.0720
6705 "αναισθητοποιήσω" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 3.35 15 0.1441
6706 "αναισθητοποιούμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.95 16 0.0360
6707 "αναισθητοποιούν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 3.9 15 0.0720
6708 "αναισθητοποιούνται" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 5.2 18 0.0360
6709 "αναίσθητος" 228 191 9.8440 2.3598 3.4677 2.2833 223 5 3 2.15 10 8.2129
6710 "αναίσθητου" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.25 10 0.0720
6711 "αναίσθητους" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 0 2.6 11 0.1801
6712 "αναίσθητων" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.65 10 0.0720
6713 "αναίσχυντα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 3.45 10 0.0720
6714 "αναίσχυντη" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 2 3.25 10 0.0720
6715 "Αναισχυντίας" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 4.4 12 0.0360
6716 "αναίσχυντο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 3.35 10 0.0360
6717 "αναίτια" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 1.85 7 0.0720
6718 "αναίτιας" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.2 8 0.0360
6719 "αναίτιο" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 1 2.35 7 0.1441
6720 "ανακάθεται" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.75 10 0.0360
6721 "ανακαθήσει" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.65 10 0.0360
6722 "Ανακαθήστε" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.8 10 0.0360
6723 "ανακάθισε" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 0 2.45 9 0.0720
6724 "ανακαθόρισε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.65 11 0.0360
6725 "ανακαίνιζα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 3 2.4 10 0.0720
6726 "ανακαινίζαμε" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 1 2.8 12 0.1081
6727 "ανακαίνιζε" 3 3 0.1295 0.6021 0.0545 0.6021 2 1 3 2.3 10 0.1081
6728 "Ανακαινίζει" 3 3 0.1295 0.6021 0.0545 0.6021 1 2 1 2.3 11 0.1081
6729 "ανακαινίζεις" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 1 2.7 12 0.0720
6730 "ανακαινίζεται" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 3.25 13 0.1081
6731 "ανακαινιζόταν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.5 13 0.0360
6732 "Ανακαινίζουμε" 5 5 0.2159 0.7782 0.0908 0.7782 2 3 1 3.05 13 0.1801
6733 "ανακαινίζουν" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.75 12 0.1081
6734 "ανακαινίζω" 2 2 0.0864 0.4771 0.0363 0.4771 1 1 3 2.5 10 0.0720
6735 "ανακαίνισα" 5 5 0.2159 0.7782 0.0908 0.7782 3 2 4 2.15 10 0.1801
6736 "ανακαινίσαμε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2.5 12 0.1081
6737 "ανακαίνισαν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.35 11 0.0720
6738 "ανακαινίσατε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.55 12 0.0360
6739 "ανακαίνισε" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 4 1.8 10 0.1801
6740 "ανακαινίσει" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 1 2 11 0.1801
6741 "ανακαινίσεις" 10 9 0.4318 1.0414 0.1634 1.0000 10 0 1 2.45 12 0.3602
6742 "ανακαίνιση" 75 63 3.2382 1.8808 1.1438 1.8062 74 1 3 2.25 10 2.7016
6743 "ανακαίνισης" 9 8 0.3886 1.0000 0.1452 0.9542 8 1 0 2.5 11 0.3242
6744 "ανακαινισθεί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.65 12 0.0360
6745 "ανακαινισμένη" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.35 13 0.0720
6746 "ανακαινισμένο" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 1 3.4 13 0.1801
6747 "ανακαινίσουμε" 8 8 0.3454 0.9542 0.1452 0.9542 8 0 1 2.75 13 0.2882
6748 "ανακαινίσουν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 2.7 12 0.0360
6749 "ανακαινιστεί" 7 7 0.3022 0.9031 0.1271 0.9031 7 0 1 2.55 12 0.2522
6750 "ανακαινίστηκε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.55 13 0.0360
6751 "ανακαινίσω" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 4 2.25 10 0.0360
6752 "ανακαλεί" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 1 1.85 8 0.1801
6753 "ανακαλείς" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 1 1.9 9 0.1801
6754 "Ανακαλείσαι" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 2.6 11 0.0360
6755 "Ανακαλείστε" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 0 2.45 11 0.0360
6756 "ανακαλείται" 7 6 0.3022 0.9031 0.1089 0.8451 5 2 1 2.75 11 0.2522
6757 "ανακάλεσα" 9 9 0.3886 1.0000 0.1634 1.0000 6 3 2 1.85 9 0.3242
6758 "ανακαλέσαμε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 2.3 11 0.0720
6759 "ανακάλεσαν" 13 13 0.5613 1.1461 0.2360 1.1461 10 3 1 1.9 10 0.4683
6760 "ανακαλέσατε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.05 11 0.0360
6761 "Ανακάλεσε" 34 28 1.4680 1.5441 0.5084 1.4624 7 27 2 1.7 9 1.2247
6762 "ανακαλέσει" 33 29 1.4248 1.5315 0.5265 1.4771 33 0 1 1.8 10 1.1887
6763 "ανακαλέσεις" 10 10 0.4318 1.0414 0.1816 1.0414 10 0 0 2.05 11 0.3602
6764 "ανακάλεσες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 1.8 10 0.0360
6765 "ανακαλέσετε" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 1 2.05 11 0.1441
6766 "ανακαλέσουμε" 19 12 0.8203 1.3010 0.2179 1.1139 19 0 0 2.35 12 0.6844
6767 "ανακαλέσουν" 13 13 0.5613 1.1461 0.2360 1.1461 13 0 0 2.5 11 0.4683
6768 "Ανακαλέστε" 12 11 0.5181 1.1139 0.1997 1.0792 2 10 0 1.75 10 0.4323
6769 "ανακαλέστηκαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.6 13 0.0360
6770 "ανακαλεστούμε" 2 1 0.0864 0.4771 0.0182 0.3010 1 1 0 2.8 13 0.0720
6771 "ανακαλέσω" 19 19 0.8203 1.3010 0.3450 1.3010 19 0 2 2 9 0.6844
6772 "Ανακαλούμε" 1 1 0.0432 0.3010 0.0182 0.3010 0 1 1 1.95 10 0.0360
6773 "ανακαλούν" 7 7 0.3022 0.9031 0.1271 0.9031 6 1 1 1.85 9 0.2522
6774 "ανακαλούνται" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.85 12 0.1081
6775 "ανακαλούσα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.5 10 0.0720
6776 "ανακάλυπτα" 19 19 0.8203 1.3010 0.3450 1.3010 19 0 2 2.35 10 0.6844
6777 "ανακαλύπταμε" 3 2 0.1295 0.6021 0.0363 0.4771 2 1 1 2.55 12 0.1081
6778 "ανακάλυπταν" 21 20 0.9067 1.3424 0.3631 1.3222 21 0 0 2.35 11 0.7565
6779 "ανακαλύπτατε" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 2.6 12 0.0720
6780 "ανακάλυπτε" 21 21 0.9067 1.3424 0.3813 1.3424 20 1 3 1.95 10 0.7565
6781 "ανακαλύπτει" 55 53 2.3747 1.7482 0.9622 1.7324 52 3 2 2.1 11 1.9812
6782 "ανακαλύπτεις" 48 46 2.0724 1.6902 0.8351 1.6721 43 5 0 2.5 12 1.7290
6783 "ανακάλυπτες" 13 13 0.5613 1.1461 0.2360 1.1461 13 0 1 2.25 11 0.4683
6784 "ανακαλύπτεται" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.95 13 0.1081
6785 "ανακαλύπτετε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.5 12 0.1081
6786 "ανακαλύπτονται" 6 6 0.2591 0.8451 0.1089 0.8451 5 1 2 3.2 14 0.2161
6787 "ανακαλύπτονταν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 3.1 14 0.0720
6788 "ανακαλύπτοντας" 6 6 0.2591 0.8451 0.1089 0.8451 5 1 2 3.3 14 0.2161
6789 "ανακαλυπτόταν" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 0 2.95 13 0.0720
6790 "ανακαλύπτουμε" 25 22 1.0794 1.4150 0.3994 1.3617 21 4 0 2.85 13 0.9005
6791 "ανακαλύπτουν" 41 41 1.7702 1.6232 0.7444 1.6232 37 4 0 2.6 12 1.4769
6792 "ανακαλύπτω" 38 38 1.6407 1.5911 0.6899 1.5911 28 10 2 2.45 10 1.3688
6793 "ανακαλυφθεί" 35 32 1.5111 1.5563 0.5810 1.5185 35 0 1 2.7 11 1.2608
6794 "ανακαλυφθείσες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.3 14 0.0360
6795 "ανακαλυφθέντα" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.9 13 0.0360
6796 "ανακαλυφθέντες" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.3 14 0.0360
6797 "ανακαλύφθηκαν" 21 17 0.9067 1.3424 0.3086 1.2553 18 3 0 3.25 13 0.7565
6798 "ανακαλύφθηκε" 75 66 3.2382 1.8808 1.1983 1.8261 61 14 1 3.05 12 2.7016
6799 "ανακαλυφθούν" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 0 3.1 12 0.1441
6800 "ανακαλυφθώ" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.8 10 0.0360
6801 "ανακαλυφτεί" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 2 2.5 11 0.1081
6802 "ανακαλύφτηκε" 15 15 0.6476 1.2041 0.2723 1.2041 13 2 1 3.1 12 0.5403
6803 "ανακάλυψα" 486 433 20.9833 2.6875 7.8613 2.6375 334 152 3 1.75 9 17.5064
6804 "ανακαλύψαμε" 196 178 8.4624 2.2945 3.2317 2.2529 135 61 2 2.25 11 7.0602
6805 "ανακαλύψαν" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 1.8 10 0.0360
6806 "ανακάλυψαν" 195 174 8.4192 2.2923 3.1590 2.2430 168 27 0 1.8 10 7.0242
6807 "ανακαλύψανε" 4 4 0.1727 0.6990 0.0726 0.6990 4 0 2 2.4 11 0.1441
6808 "ανακαλύψατε" 57 55 2.4610 1.7634 0.9985 1.7482 48 9 3 2.15 11 2.0532
6809 "ανακάλυψε" 487 428 21.0265 2.6884 7.7705 2.6325 433 54 3 1.65 9 17.5425
6810 "ανακαλύψει" 325 289 14.0320 2.5132 5.2469 2.4624 325 0 1 1.8 10 11.7070
6811 "ανακαλύψεις" 260 228 11.2256 2.4166 4.1394 2.3598 256 4 1 2 11 9.3656
6812 "ανακάλυψες" 164 153 7.0808 2.2175 2.7778 2.1875 135 29 4 1.65 10 5.9075
6813 "ανακαλύψετε" 49 48 2.1156 1.6990 0.8715 1.6902 49 0 1 2.15 11 1.7651
6814 "ανακαλύψεων" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 1 2.4 11 0.1441
6815 "ανακαλύψεως" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.3 11 0.0360
6816 "ανακάλυψη" 268 197 11.5710 2.4298 3.5766 2.2967 262 6 3 2.1 9 9.6538
6817 "ανακάλυψης" 19 18 0.8203 1.3010 0.3268 1.2788 19 0 2 2.1 10 0.6844
6818 "ανακάλυψις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.1 10 0.0360
6819 "ανακαλύψουμε" 242 202 10.4485 2.3856 3.6674 2.3075 241 1 0 2.5 12 8.7172
6820 "ανακαλύψουν" 192 175 8.2897 2.2856 3.1772 2.2455 192 0 0 2.45 11 6.9161
6821 "Ανακαλύψτε" 6 6 0.2591 0.8451 0.1089 0.8451 1 5 1 1.8 10 0.2161
6822 "ανακαλύψω" 256 229 11.0529 2.4099 4.1576 2.3617 256 0 3 1.8 9 9.2215
6823 "Ανακαλώ" 19 18 0.8203 1.3010 0.3268 1.2788 8 11 1 1.95 7 0.6844
6824 "ανακάμπτει" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 2.7 10 0.0720
6825 "ανακάμπτεις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.75 11 0.0360
6826 "ανακάμπτουν" 2 1 0.0864 0.4771 0.0182 0.3010 2 0 0 2.95 11 0.0720
6827 "ανακάμψει" 9 8 0.3886 1.0000 0.1452 0.9542 9 0 0 2.25 9 0.3242
6828 "ανακάμψεις" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.6 10 0.1081
6829 "ανάκαμψη" 10 9 0.4318 1.0414 0.1634 1.0000 9 1 0 2.6 8 0.3602
6830 "ανάκαμψης" 5 5 0.2159 0.7782 0.0908 0.7782 5 0 0 2.65 9 0.1801
6831 "ανακάμψουμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 2.7 11 0.0360
6832 "ανακάμψουν" 4 3 0.1727 0.6990 0.0545 0.6021 4 0 0 2.6 10 0.1441
6833 "ανάκατα" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 2 1.85 7 0.0720
6834 "ανακαταλάβουμε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 4 14 0.1081
6835 "ανακαταλάβουν" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 3.9 13 0.1081
6836 "ανακαταλαμβάνει" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.7 15 0.0360
6837 "ανακατάληψη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.75 11 0.0360
6838 "ανακατανομή" 8 7 0.3454 0.9542 0.1271 0.9031 7 1 0 3.7 11 0.2882
6839 "ανακατασκευάζει" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.3 15 0.0720
6840 "ανακατασκευάζεις" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.7 16 0.0360
6841 "ανακατασκευάζονται" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 4.7 18 0.0720
6842 "ανακατασκευάζοντας" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 4.9 18 0.0720
6843 "Ανακατασκευάζουμε" 2 2 0.0864 0.4771 0.0363 0.4771 0 2 0 4.2 17 0.0720
6844 "Ανακατασκεύασα" 5 5 0.2159 0.7782 0.0908 0.7782 1 4 2 3 14 0.1801
6845 "ανακατασκευάσαμε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.5 16 0.0360
6846 "ανακατασκεύασε" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 2 2.7 14 0.0360
6847 "ανακατασκευάσει" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 2.9 15 0.1081
6848 "ανακατασκευασμένη" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.7 17 0.0360
6849 "ανακατασκευασμένο" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.65 17 0.0360
6850 "ανακατασκευάσουν" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 3.5 16 0.1081
6851 "ανακατασκευαστεί" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 3.45 16 0.1081
6852 "ανακατασκευάσω" 6 5 0.2591 0.8451 0.0908 0.7782 6 0 2 3.15 14 0.2161
6853 "ανακατασκευές" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 1 3.1 13 0.1081
6854 "ανακατασκευή" 33 25 1.4248 1.5315 0.4539 1.4150 33 0 0 3.45 12 1.1887
6855 "ανακατασκευής" 2 2 0.0864 0.4771 0.0363 0.4771 2 0 1 3.3 13 0.0720
6856 "ανακατασκευών" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 3.8 13 0.0360
6857 "ανακατατάξεις" 4 4 0.1727 0.6990 0.0726 0.6990 2 2 0 3.75 13 0.1441
6858 "ανακατάταξη" 6 6 0.2591 0.8451 0.1089 0.8451 4 2 1 3.45 11 0.2161
6859 "ανακατατάξω" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 1 3.6 11 0.0360
6860 "ανακαταταχθεί" 1 1 0.0432 0.3010 0.0182 0.3010 1 0 0 4.15 13 0.0360
6861 "ανακατέλαβαν" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 3.6 12 0.1081
6862 "ανακατέλαβε" 3 3 0.1295 0.6021 0.0545 0.6021 3 0 0 2.95 11 0.1081
6863 "ανακάτεμα" 18 15 0.7772 1.2788 0.2723 1.2041 17 1 3 2.1 9 0.6484
